BaitID	Domain	Level	Target	RegionOffset	BaitOffset	Tm	Gene	GeneOffset	Method	Source
EG116-001-277	Eukarya	Genus	Cryptococcus	NA	184	NA	ITS	0	SingleGene	AB034643.1
ES114-001-268	Eukarya	Species	Aspergillus_flavus	NA	113	NA	ITS	0	SingleGene	AB074992.1
EG116-001-278	Eukarya	Genus	Cryptococcus	NA	310	NA	ITS	0	SingleGene	AB034643.1
ES114-001-269	Eukarya	Species	Aspergillus_flavus	NA	39	NA	ITS	0	SingleGene	AB000532.1
EG116-001-279	Eukarya	Genus	Cryptococcus	NA	60	NA	ITS	0	SingleGene	AJ876524.1
EG116-001-280	Eukarya	Genus	Cryptococcus	NA	239	NA	ITS	0	SingleGene	AB034643.1
ES114-001-270	Eukarya	Species	Aspergillus_flavus	NA	20	NA	ITS	0	SingleGene	AB000532.1
EG116-001-281	Eukarya	Genus	Cryptococcus	NA	48	NA	ITS	0	SingleGene	AB034643.1
ES114-001-271	Eukarya	Species	Aspergillus_flavus	NA	136	NA	ITS	0	SingleGene	LN482443.1
ES114-001-272	Eukarya	Species	Aspergillus_flavus	NA	16	NA	ITS	0	SingleGene	LN482485.1
ES114-001-273	Eukarya	Species	Aspergillus_flavus	NA	47	NA	ITS	0	SingleGene	AB000532.1
ES117-001-64	Eukarya	Species	Aspergillus_fumigatus	NA	77	NA	ITS	0	SingleGene	AB298709.1
ES114-001-274	Eukarya	Species	Aspergillus_flavus	NA	77	NA	ITS	0	SingleGene	AB074992.1
EG116-001-282	Eukarya	Genus	Cryptococcus	NA	49	NA	ITS	0	SingleGene	AB034643.1
ES114-001-275	Eukarya	Species	Aspergillus_flavus	NA	46	NA	ITS	0	SingleGene	AB000532.1
ES113-001-400	Eukarya	Species	Candida_albicans	NA	11	NA	ITS	0	SingleGene	AB305093.1
ES114-001-276	Eukarya	Species	Aspergillus_flavus	NA	73	NA	ITS	0	SingleGene	AB074992.1
EG116-001-283	Eukarya	Genus	Cryptococcus	NA	78	NA	ITS	0	SingleGene	AB034643.1
ES114-001-277	Eukarya	Species	Aspergillus_flavus	NA	5	NA	ITS	0	SingleGene	AB918002.1
ES114-001-278	Eukarya	Species	Aspergillus_flavus	NA	85	NA	ITS	0	SingleGene	HE608164.1
ES114-001-279	Eukarya	Species	Aspergillus_flavus	NA	12	NA	ITS	0	SingleGene	AB000532.1
EG116-001-284	Eukarya	Genus	Cryptococcus	NA	245	NA	ITS	0	SingleGene	AB034643.1
EG116-001-285	Eukarya	Genus	Cryptococcus	NA	161	NA	ITS	0	SingleGene	AB034645.1
ES114-001-280	Eukarya	Species	Aspergillus_flavus	NA	86	NA	ITS	0	SingleGene	AB074992.1
ES117-001-65	Eukarya	Species	Aspergillus_fumigatus	NA	20	NA	ITS	0	SingleGene	HG518523.1
ES114-001-281	Eukarya	Species	Aspergillus_flavus	NA	52	NA	ITS	0	SingleGene	HE608164.1
ES114-001-282	Eukarya	Species	Aspergillus_flavus	NA	71	NA	ITS	0	SingleGene	HE649375.1
EG116-001-286	Eukarya	Genus	Cryptococcus	NA	311	NA	ITS	0	SingleGene	AB034643.1
ES114-001-283	Eukarya	Species	Aspergillus_flavus	NA	108	NA	ITS	0	SingleGene	LC105675.1
ES115-001-60	Eukarya	Species	Cryptococcus_neoformans	NA	88	NA	ITS	0	SingleGene	AB034643.1
ES115-001-61	Eukarya	Species	Cryptococcus_neoformans	NA	85	NA	ITS	0	SingleGene	AB034643.1
ES114-001-284	Eukarya	Species	Aspergillus_flavus	NA	116	NA	ITS	0	SingleGene	LN482480.1
ES114-001-285	Eukarya	Species	Aspergillus_flavus	NA	131	NA	ITS	0	SingleGene	LC068778.1
ES114-001-286	Eukarya	Species	Aspergillus_flavus	NA	15	NA	ITS	0	SingleGene	HE608164.1
ES114-001-287	Eukarya	Species	Aspergillus_flavus	NA	2	NA	ITS	0	SingleGene	LN482443.1
ES113-001-401	Eukarya	Species	Candida_albicans	NA	44	NA	ITS	0	SingleGene	AB437019.1
ES117-001-66	Eukarya	Species	Aspergillus_fumigatus	NA	15	NA	ITS	0	SingleGene	HG518523.1
ES113-001-402	Eukarya	Species	Candida_albicans	NA	41	NA	ITS	0	SingleGene	AB018038.1
EG116-001-287	Eukarya	Genus	Cryptococcus	NA	71	NA	ITS	0	SingleGene	AB034643.1
ES114-001-288	Eukarya	Species	Aspergillus_flavus	NA	26	NA	ITS	0	SingleGene	AB000532.1
EG116-001-288	Eukarya	Genus	Cryptococcus	NA	63	NA	ITS	0	SingleGene	AB034643.1
EG116-001-289	Eukarya	Genus	Cryptococcus	NA	3	NA	ITS	0	SingleGene	AB034643.1
ES117-001-67	Eukarya	Species	Aspergillus_fumigatus	NA	45	NA	ITS	0	SingleGene	AB298709.1
ES114-001-289	Eukarya	Species	Aspergillus_flavus	NA	78	NA	ITS	0	SingleGene	HE649375.1
EG116-001-290	Eukarya	Genus	Cryptococcus	NA	238	NA	ITS	0	SingleGene	AB034643.1
ES117-001-68	Eukarya	Species	Aspergillus_fumigatus	NA	40	NA	ITS	0	SingleGene	AB298709.1
ES114-001-290	Eukarya	Species	Aspergillus_flavus	NA	127	NA	ITS	0	SingleGene	LC105675.1
EG116-001-291	Eukarya	Genus	Cryptococcus	NA	62	NA	ITS	0	SingleGene	AJ876524.1
ES114-001-291	Eukarya	Species	Aspergillus_flavus	NA	11	NA	ITS	0	SingleGene	LN482554.1
ES117-001-69	Eukarya	Species	Aspergillus_fumigatus	NA	47	NA	ITS	0	SingleGene	AB298709.1
ES114-001-292	Eukarya	Species	Aspergillus_flavus	NA	5	NA	ITS	0	SingleGene	LN482459.1
ES114-001-293	Eukarya	Species	Aspergillus_flavus	NA	1	NA	ITS	0	SingleGene	AB000532.1
ES114-001-294	Eukarya	Species	Aspergillus_flavus	NA	46	NA	ITS	0	SingleGene	HE608164.1
ES114-001-295	Eukarya	Species	Aspergillus_flavus	NA	106	NA	ITS	0	SingleGene	LC105675.1
EG116-001-292	Eukarya	Genus	Cryptococcus	NA	24	NA	ITS	0	SingleGene	AB034643.1
EG116-001-293	Eukarya	Genus	Cryptococcus	NA	233	NA	ITS	0	SingleGene	AB034643.1
EG116-001-294	Eukarya	Genus	Cryptococcus	NA	11	NA	ITS	0	SingleGene	AB034643.1
EG116-001-295	Eukarya	Genus	Cryptococcus	NA	50	NA	ITS	0	SingleGene	AB034643.1
ES115-001-62	Eukarya	Species	Cryptococcus_neoformans	NA	55	NA	ITS	0	SingleGene	AJ876523.1
ES117-001-70	Eukarya	Species	Aspergillus_fumigatus	NA	17	NA	ITS	0	SingleGene	AB298709.1
ES114-001-296	Eukarya	Species	Aspergillus_flavus	NA	26	NA	ITS	0	SingleGene	HE649375.1
ES114-001-297	Eukarya	Species	Aspergillus_flavus	NA	131	NA	ITS	0	SingleGene	LC385527.1
ES114-001-298	Eukarya	Species	Aspergillus_flavus	NA	66	NA	ITS	0	SingleGene	HE608164.1
ES114-001-299	Eukarya	Species	Aspergillus_flavus	NA	58	NA	ITS	0	SingleGene	AB074992.1
ES113-001-403	Eukarya	Species	Candida_albicans	NA	22	NA	ITS	0	SingleGene	AB018037.1
ES114-001-300	Eukarya	Species	Aspergillus_flavus	NA	146	NA	ITS	0	SingleGene	LN482485.1
EG116-001-296	Eukarya	Genus	Cryptococcus	NA	44	NA	ITS	0	SingleGene	AB034643.1
ES117-001-71	Eukarya	Species	Aspergillus_fumigatus	NA	5	NA	ITS	0	SingleGene	HG518523.1
EG116-001-297	Eukarya	Genus	Cryptococcus	NA	320	NA	ITS	0	SingleGene	AB034643.1
EG116-001-298	Eukarya	Genus	Cryptococcus	NA	266	NA	ITS	0	SingleGene	AB034643.1
ES114-001-301	Eukarya	Species	Aspergillus_flavus	NA	25	NA	ITS	0	SingleGene	HE608164.1
ES117-001-72	Eukarya	Species	Aspergillus_fumigatus	NA	66	NA	ITS	0	SingleGene	LC133094.1
ES114-001-302	Eukarya	Species	Aspergillus_flavus	NA	58	NA	ITS	0	SingleGene	HE649375.1
ES114-001-303	Eukarya	Species	Aspergillus_flavus	NA	94	NA	ITS	0	SingleGene	LC105675.1
EG116-001-299	Eukarya	Genus	Cryptococcus	NA	194	NA	ITS	0	SingleGene	AB034643.1
ES114-001-304	Eukarya	Species	Aspergillus_flavus	NA	51	NA	ITS	0	SingleGene	HE649375.1
EG116-001-300	Eukarya	Genus	Cryptococcus	NA	57	NA	ITS	0	SingleGene	AJ876524.1
ES115-001-63	Eukarya	Species	Cryptococcus_neoformans	NA	35	NA	ITS	0	SingleGene	AJ876523.1
EG116-001-301	Eukarya	Genus	Cryptococcus	NA	30	NA	ITS	0	SingleGene	AJ876523.1
ES113-001-404	Eukarya	Species	Candida_albicans	NA	18	NA	ITS	0	SingleGene	AB018037.1
ES113-001-405	Eukarya	Species	Candida_albicans	NA	38	NA	ITS	0	SingleGene	AB018038.1
EG116-001-302	Eukarya	Genus	Cryptococcus	NA	1	NA	ITS	0	SingleGene	AB034643.1
EG116-001-303	Eukarya	Genus	Cryptococcus	NA	28	NA	ITS	0	SingleGene	AB034643.1
EG116-001-304	Eukarya	Genus	Cryptococcus	NA	158	NA	ITS	0	SingleGene	AB034643.1
ES113-001-406	Eukarya	Species	Candida_albicans	NA	31	NA	ITS	0	SingleGene	AB018037.1
ES115-001-64	Eukarya	Species	Cryptococcus_neoformans	NA	5	NA	ITS	0	SingleGene	AJ876523.1
EG116-001-305	Eukarya	Genus	Cryptococcus	NA	36	NA	ITS	0	SingleGene	AJ876524.1
EG116-001-306	Eukarya	Genus	Cryptococcus	NA	235	NA	ITS	0	SingleGene	AB034644.1
ES114-001-305	Eukarya	Species	Aspergillus_flavus	NA	79	NA	ITS	0	SingleGene	AB074992.1
ES114-001-306	Eukarya	Species	Aspergillus_flavus	NA	137	NA	ITS	0	SingleGene	LN482443.1
ES114-001-307	Eukarya	Species	Aspergillus_flavus	NA	128	NA	ITS	0	SingleGene	LC068778.1
ES114-001-308	Eukarya	Species	Aspergillus_flavus	NA	94	NA	ITS	0	SingleGene	AB369896.1
ES114-001-309	Eukarya	Species	Aspergillus_flavus	NA	37	NA	ITS	0	SingleGene	AB000532.1
EG116-001-307	Eukarya	Genus	Cryptococcus	NA	171	NA	ITS	0	SingleGene	AB034645.1
EG116-001-308	Eukarya	Genus	Cryptococcus	NA	294	NA	ITS	0	SingleGene	AB034643.1
ES115-001-65	Eukarya	Species	Cryptococcus_neoformans	NA	35	NA	ITS	0	SingleGene	AB066145.1
EG116-001-309	Eukarya	Genus	Cryptococcus	NA	65	NA	ITS	0	SingleGene	AB034643.1
EG116-001-310	Eukarya	Genus	Cryptococcus	NA	83	NA	ITS	0	SingleGene	AB034644.1
ES114-001-310	Eukarya	Species	Aspergillus_flavus	NA	57	NA	ITS	0	SingleGene	AB074992.1
ES114-001-311	Eukarya	Species	Aspergillus_flavus	NA	141	NA	ITS	0	SingleGene	LN482489.1
ES114-001-312	Eukarya	Species	Aspergillus_flavus	NA	32	NA	ITS	0	SingleGene	AB000532.1
ES113-001-407	Eukarya	Species	Candida_albicans	NA	50	NA	ITS	0	SingleGene	AB018037.1
ES114-001-313	Eukarya	Species	Aspergillus_flavus	NA	111	NA	ITS	0	SingleGene	LC105675.1
EG116-001-311	Eukarya	Genus	Cryptococcus	NA	218	NA	ITS	0	SingleGene	AB034643.1
ES113-001-408	Eukarya	Species	Candida_albicans	NA	59	NA	ITS	0	SingleGene	LT577608.1
EG116-001-312	Eukarya	Genus	Cryptococcus	NA	138	NA	ITS	0	SingleGene	AB034644.1
EG116-001-313	Eukarya	Genus	Cryptococcus	NA	304	NA	ITS	0	SingleGene	AB034643.1
ES113-001-409	Eukarya	Species	Candida_albicans	NA	19	NA	ITS	0	SingleGene	AB018037.1
EG116-001-314	Eukarya	Genus	Cryptococcus	NA	229	NA	ITS	0	SingleGene	AB034643.1
EG116-001-315	Eukarya	Genus	Cryptococcus	NA	191	NA	ITS	0	SingleGene	AB034645.1
ES114-001-314	Eukarya	Species	Aspergillus_flavus	NA	80	NA	ITS	0	SingleGene	AJ871014.1
ES114-001-315	Eukarya	Species	Aspergillus_flavus	NA	33	NA	ITS	0	SingleGene	AB074994.1
ES113-001-410	Eukarya	Species	Candida_albicans	NA	14	NA	ITS	0	SingleGene	AB018037.1
ES114-001-316	Eukarya	Species	Aspergillus_flavus	NA	130	NA	ITS	0	SingleGene	LC385527.1
ES114-001-317	Eukarya	Species	Aspergillus_flavus	NA	56	NA	ITS	0	SingleGene	AB074992.1
ES117-001-73	Eukarya	Species	Aspergillus_fumigatus	NA	41	NA	ITS	0	SingleGene	AB298709.1
ES117-001-74	Eukarya	Species	Aspergillus_fumigatus	NA	33	NA	ITS	0	SingleGene	HG518523.1
ES114-001-318	Eukarya	Species	Aspergillus_flavus	NA	71	NA	ITS	0	SingleGene	AB074992.1
ES113-001-411	Eukarya	Species	Candida_albicans	NA	51	NA	ITS	0	SingleGene	AB437019.1
ES114-001-319	Eukarya	Species	Aspergillus_flavus	NA	46	NA	ITS	0	SingleGene	HE649375.1
ES117-001-75	Eukarya	Species	Aspergillus_fumigatus	NA	12	NA	ITS	0	SingleGene	AB298709.1
ES115-001-66	Eukarya	Species	Cryptococcus_neoformans	NA	33	NA	ITS	0	SingleGene	AB066145.1
EG116-001-316	Eukarya	Genus	Cryptococcus	NA	47	NA	ITS	0	SingleGene	AJ876524.1
ES114-001-320	Eukarya	Species	Aspergillus_flavus	NA	96	NA	ITS	0	SingleGene	AB369896.1
ES114-001-321	Eukarya	Species	Aspergillus_flavus	NA	139	NA	ITS	0	SingleGene	LN482443.1
EG116-001-317	Eukarya	Genus	Cryptococcus	NA	205	NA	ITS	0	SingleGene	AB034643.1
EG116-001-318	Eukarya	Genus	Cryptococcus	NA	175	NA	ITS	0	SingleGene	AB034645.1
ES114-001-322	Eukarya	Species	Aspergillus_flavus	NA	12	NA	ITS	0	SingleGene	LN482511.1
ES114-001-323	Eukarya	Species	Aspergillus_flavus	NA	108	NA	ITS	0	SingleGene	HE649375.1
ES113-001-412	Eukarya	Species	Candida_albicans	NA	33	NA	ITS	0	SingleGene	AB437031.1
EG116-001-319	Eukarya	Genus	Cryptococcus	NA	123	NA	ITS	0	SingleGene	AB034644.1
ES114-001-324	Eukarya	Species	Aspergillus_flavus	NA	110	NA	ITS	0	SingleGene	LC105675.1
ES113-001-413	Eukarya	Species	Candida_albicans	NA	8	NA	ITS	0	SingleGene	AB018037.1
EG116-001-320	Eukarya	Genus	Cryptococcus	NA	93	NA	ITS	0	SingleGene	AB034644.1
ES113-001-414	Eukarya	Species	Candida_albicans	NA	6	NA	ITS	0	SingleGene	AB018037.1
ES114-001-325	Eukarya	Species	Aspergillus_flavus	NA	8	NA	ITS	0	SingleGene	AB074994.1
ES114-001-326	Eukarya	Species	Aspergillus_flavus	NA	3	NA	ITS	0	SingleGene	AB000532.1
EG116-001-321	Eukarya	Genus	Cryptococcus	NA	131	NA	ITS	0	SingleGene	AB034644.1
EG116-001-322	Eukarya	Genus	Cryptococcus	NA	76	NA	ITS	0	SingleGene	AB034643.1
ES115-001-67	Eukarya	Species	Cryptococcus_neoformans	NA	57	NA	ITS	0	SingleGene	AJ876523.1
ES114-001-327	Eukarya	Species	Aspergillus_flavus	NA	115	NA	ITS	0	SingleGene	LN482480.1
ES113-001-415	Eukarya	Species	Candida_albicans	NA	28	NA	ITS	0	SingleGene	AB018037.1
ES114-001-328	Eukarya	Species	Aspergillus_flavus	NA	116	NA	ITS	0	SingleGene	AB074992.1
EG116-001-323	Eukarya	Genus	Cryptococcus	NA	94	NA	ITS	0	SingleGene	AB034644.1
ES113-001-416	Eukarya	Species	Candida_albicans	NA	36	NA	ITS	0	SingleGene	AB018037.1
ES114-001-329	Eukarya	Species	Aspergillus_flavus	NA	111	NA	ITS	0	SingleGene	LN482480.1
EG116-001-324	Eukarya	Genus	Cryptococcus	NA	165	NA	ITS	0	SingleGene	AB034645.1
EG116-001-325	Eukarya	Genus	Cryptococcus	NA	84	NA	ITS	0	SingleGene	AB034644.1
EG116-001-326	Eukarya	Genus	Cryptococcus	NA	115	NA	ITS	0	SingleGene	AB034644.1
EG116-001-327	Eukarya	Genus	Cryptococcus	NA	54	NA	ITS	0	SingleGene	AB034643.1
EG116-001-328	Eukarya	Genus	Cryptococcus	NA	91	NA	ITS	0	SingleGene	AB034644.1
ES114-001-330	Eukarya	Species	Aspergillus_flavus	NA	22	NA	ITS	0	SingleGene	AB000532.1
EG116-001-329	Eukarya	Genus	Cryptococcus	NA	293	NA	ITS	0	SingleGene	AB034643.1
EG116-001-330	Eukarya	Genus	Cryptococcus	NA	289	NA	ITS	0	SingleGene	AB034643.1
ES114-001-331	Eukarya	Species	Aspergillus_flavus	NA	45	NA	ITS	0	SingleGene	HE608164.1
ES113-001-417	Eukarya	Species	Candida_albicans	NA	4	NA	ITS	0	SingleGene	AB018037.1
ES114-001-332	Eukarya	Species	Aspergillus_flavus	NA	81	NA	ITS	0	SingleGene	AJ871014.1
EG116-001-331	Eukarya	Genus	Cryptococcus	NA	141	NA	ITS	0	SingleGene	AB034644.1
EG116-001-332	Eukarya	Genus	Cryptococcus	NA	203	NA	ITS	0	SingleGene	AB034643.1
EG116-001-333	Eukarya	Genus	Cryptococcus	NA	15	NA	ITS	0	SingleGene	AB034643.1
EG116-001-334	Eukarya	Genus	Cryptococcus	NA	210	NA	ITS	0	SingleGene	AB034644.1
ES114-001-333	Eukarya	Species	Aspergillus_flavus	NA	5	NA	ITS	0	SingleGene	LN482443.1
EG116-001-335	Eukarya	Genus	Cryptococcus	NA	38	NA	ITS	0	SingleGene	AB034643.1
ES114-001-334	Eukarya	Species	Aspergillus_flavus	NA	103	NA	ITS	0	SingleGene	AB074992.1
ES114-001-335	Eukarya	Species	Aspergillus_flavus	NA	96	NA	ITS	0	SingleGene	AM745114.1
ES117-001-76	Eukarya	Species	Aspergillus_fumigatus	NA	35	NA	ITS	0	SingleGene	AB298709.1
EG116-001-336	Eukarya	Genus	Cryptococcus	NA	195	NA	ITS	0	SingleGene	AB034645.1
ES113-001-418	Eukarya	Species	Candida_albicans	NA	31	NA	ITS	0	SingleGene	AB437036.1
EG116-001-337	Eukarya	Genus	Cryptococcus	NA	285	NA	ITS	0	SingleGene	AB034643.1
ES117-001-77	Eukarya	Species	Aspergillus_fumigatus	NA	70	NA	ITS	0	SingleGene	AB298709.1
ES114-001-336	Eukarya	Species	Aspergillus_flavus	NA	37	NA	ITS	0	SingleGene	HE608164.1
EG116-001-338	Eukarya	Genus	Cryptococcus	NA	196	NA	ITS	0	SingleGene	AB034643.1
ES119-001-1	Eukarya	Species	Toxoplasma_gondii	NA	19	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-2	Eukarya	Species	Toxoplasma_gondii	NA	16	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-3	Eukarya	Species	Toxoplasma_gondii	NA	20	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-4	Eukarya	Species	Toxoplasma_gondii	NA	15	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-5	Eukarya	Species	Toxoplasma_gondii	NA	24	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-6	Eukarya	Species	Toxoplasma_gondii	NA	34	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-7	Eukarya	Species	Toxoplasma_gondii	NA	21	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-8	Eukarya	Species	Toxoplasma_gondii	NA	38	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-9	Eukarya	Species	Toxoplasma_gondii	NA	10	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-10	Eukarya	Species	Toxoplasma_gondii	NA	48	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-11	Eukarya	Species	Toxoplasma_gondii	NA	31	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-12	Eukarya	Species	Toxoplasma_gondii	NA	40	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-13	Eukarya	Species	Toxoplasma_gondii	NA	36	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-14	Eukarya	Species	Toxoplasma_gondii	NA	21	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-15	Eukarya	Species	Toxoplasma_gondii	NA	10	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-16	Eukarya	Species	Toxoplasma_gondii	NA	25	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-17	Eukarya	Species	Toxoplasma_gondii	NA	50	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-18	Eukarya	Species	Toxoplasma_gondii	NA	21	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-19	Eukarya	Species	Toxoplasma_gondii	NA	45	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-20	Eukarya	Species	Toxoplasma_gondii	NA	19	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-21	Eukarya	Species	Toxoplasma_gondii	NA	54	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-22	Eukarya	Species	Toxoplasma_gondii	NA	19	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-23	Eukarya	Species	Toxoplasma_gondii	NA	24	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-24	Eukarya	Species	Toxoplasma_gondii	NA	26	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-25	Eukarya	Species	Toxoplasma_gondii	NA	30	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-26	Eukarya	Species	Toxoplasma_gondii	NA	35	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-27	Eukarya	Species	Toxoplasma_gondii	NA	60	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-28	Eukarya	Species	Toxoplasma_gondii	NA	14	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-29	Eukarya	Species	Toxoplasma_gondii	NA	49	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-30	Eukarya	Species	Toxoplasma_gondii	NA	5	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-31	Eukarya	Species	Toxoplasma_gondii	NA	29	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-32	Eukarya	Species	Toxoplasma_gondii	NA	29	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-33	Eukarya	Species	Toxoplasma_gondii	NA	4	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-34	Eukarya	Species	Toxoplasma_gondii	NA	25	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-35	Eukarya	Species	Toxoplasma_gondii	NA	35	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-36	Eukarya	Species	Toxoplasma_gondii	NA	14	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-37	Eukarya	Species	Toxoplasma_gondii	NA	65	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-38	Eukarya	Species	Toxoplasma_gondii	NA	25	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-39	Eukarya	Species	Toxoplasma_gondii	NA	40	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-40	Eukarya	Species	Toxoplasma_gondii	NA	45	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-41	Eukarya	Species	Toxoplasma_gondii	NA	30	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-42	Eukarya	Species	Toxoplasma_gondii	NA	58	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-43	Eukarya	Species	Toxoplasma_gondii	NA	30	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-44	Eukarya	Species	Toxoplasma_gondii	NA	64	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-45	Eukarya	Species	Toxoplasma_gondii	NA	59	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-46	Eukarya	Species	Toxoplasma_gondii	NA	39	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-47	Eukarya	Species	Toxoplasma_gondii	NA	9	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-48	Eukarya	Species	Toxoplasma_gondii	NA	41	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-49	Eukarya	Species	Toxoplasma_gondii	NA	53	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-50	Eukarya	Species	Toxoplasma_gondii	NA	31	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-51	Eukarya	Species	Toxoplasma_gondii	NA	36	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-52	Eukarya	Species	Toxoplasma_gondii	NA	34	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-53	Eukarya	Species	Toxoplasma_gondii	NA	9	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-54	Eukarya	Species	Toxoplasma_gondii	NA	30	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-55	Eukarya	Species	Toxoplasma_gondii	NA	16	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-56	Eukarya	Species	Toxoplasma_gondii	NA	34	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-57	Eukarya	Species	Toxoplasma_gondii	NA	14	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-58	Eukarya	Species	Toxoplasma_gondii	NA	20	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-59	Eukarya	Species	Toxoplasma_gondii	NA	44	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-60	Eukarya	Species	Toxoplasma_gondii	NA	20	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-61	Eukarya	Species	Toxoplasma_gondii	NA	4	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-62	Eukarya	Species	Toxoplasma_gondii	NA	29	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-63	Eukarya	Species	Toxoplasma_gondii	NA	26	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-64	Eukarya	Species	Toxoplasma_gondii	NA	29	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-65	Eukarya	Species	Toxoplasma_gondii	NA	15	NA	SAG2	0	SingleGene	AF249696.1
ES119-001-66	Eukarya	Species	Toxoplasma_gondii	NA	15	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-67	Eukarya	Species	Toxoplasma_gondii	NA	63	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-68	Eukarya	Species	Toxoplasma_gondii	NA	44	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-69	Eukarya	Species	Toxoplasma_gondii	NA	43	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-70	Eukarya	Species	Toxoplasma_gondii	NA	55	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-71	Eukarya	Species	Toxoplasma_gondii	NA	24	NA	SAG2	0	SingleGene	AF249697.1
ES119-001-72	Eukarya	Species	Toxoplasma_gondii	NA	39	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-73	Eukarya	Species	Toxoplasma_gondii	NA	31	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-74	Eukarya	Species	Toxoplasma_gondii	NA	68	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-75	Eukarya	Species	Toxoplasma_gondii	NA	26	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-76	Eukarya	Species	Toxoplasma_gondii	NA	16	NA	SAG2	0	SingleGene	EU053942.1
ES119-001-77	Eukarya	Species	Toxoplasma_gondii	NA	39	NA	SAG2	0	SingleGene	AF249698.1
ES119-001-78	Eukarya	Species	Toxoplasma_gondii	NA	5	NA	SAG2	0	SingleGene	AF249696.1
ES118-002-1	Eukarya	Species	Pneumocystis_jirovecii	0	208	NA	NA	NA	Mito-Construct	Reg_0357
ES118-003-1	Eukarya	Species	Pneumocystis_jirovecii	0	81	NA	NA	NA	Mito-Construct	Reg_0367
