BaitID	TaxID	TargetRegion	RegionPositon	GeneCluster	ClusterPosition
Bait11854	1964806	Reg01386	344	S_0019	344
Bait11855	2509481	Reg01406	1008	N_0017	57
Bait11856	1384461	Reg00424	1991	N_0006	630
Bait11857	1384461	Reg00424	1993	N_0006	632
Bait11858	1384461	Reg00424	1995	N_0006	634
Bait11859	1384461	Reg00424	1997	N_0006	636
Bait11860	1384461	Reg00424	1999	N_0006	638
Bait11861	1384461	Reg00424	2001	N_0006	640
Bait11862	1384461	Reg00424	2003	N_0006	642
Bait11863	1384461	Reg00424	2005	N_0006	644
Bait11864	1384461	Reg00424	2007	N_0006	646
Bait11865	1384461	Reg00424	2009	N_0006	648
Bait11866	1384461	Reg00424	2011	N_0006	650
Bait11867	1384461	Reg00424	2013	N_0006	652
Bait11868	1384461	Reg00424	2015	N_0006	654
Bait11869	1384461	Reg00424	2017	N_0006	656
Bait11870	1384461	Reg00424	2019	N_0006	658
Bait11871	1384461	Reg00424	2021	N_0006	660
Bait11872	1384461	Reg00424	2023	N_0006	662
Bait11873	1384461	Reg00424	2025	N_0006	664
Bait11874	1384461	Reg00424	2027	N_0006	666
Bait11875	1384461	Reg00424	2029	N_0006	668
Bait11876	1384461	Reg00424	2031	N_0006	670
Bait11877	1384461	Reg00424	2033	N_0006	672
Bait11878	1384461	Reg00424	2035	N_0006	674
Bait11879	1384461	Reg00424	2037	N_0006	676
Bait11880	1384461	Reg00424	2039	N_0006	678
Bait11881	1384461	Reg00424	2041	N_0006	680
Bait11882	694005	Reg03028	8177	1a_0010	269
Bait11883	694005	Reg03028	8178	1a_0010	270
Bait11884	694005	Reg03028	8179	1a_0010	271
Bait11885	694005	Reg03052	10707	1a_0010	13506
Bait11886	1159907	Reg00258	5120	1a_0005	1609
Bait11887	1159907	Reg00258	5121	1a_0005	1610
Bait11888	1159907	Reg00258	5122	1a_0005	1611
Bait11889	1159907	Reg00258	5123	1a_0005	1612
Bait11890	1159907	Reg00258	5124	1a_0005	1613
Bait11891	1159907	Reg00258	5125	1a_0005	1614
Bait11892	1159907	Reg00258	5126	1a_0005	1615
Bait11893	1159907	Reg00258	5127	1a_0005	1616
Bait11894	1159907	Reg00258	5128	1a_0005	1617
Bait11895	1159907	Reg00258	5129	1a_0005	1618
Bait11896	1159907	Reg00258	5130	1a_0005	1619
Bait11897	1159907	Reg00258	5131	1a_0005	1620
Bait11898	1241933	Reg00379	6708	1a_0029	789
Bait11899	1241933	Reg00379	6709	1a_0029	790
Bait11900	1241933	Reg00379	6710	1a_0029	791
Bait11901	1241933	Reg00379	6711	1a_0029	792
Bait11902	2509511	Reg02368	12497	1a_0018	2443
Bait11903	2509511	Reg02368	12498	1a_0018	2444
Bait11904	2509511	Reg02368	12499	1a_0018	2445
Bait11905	2509511	Reg02368	12500	1a_0018	2446
Bait11906	2509511	Reg02368	12501	1a_0018	2447
Bait11907	2509511	Reg02368	12502	1a_0018	2448
Bait11908	2509511	Reg02368	12503	1a_0018	2449
Bait11909	2509511	Reg02368	12504	1a_0018	2450
Bait11910	1541205	Reg00961	21114	1a_0017	5517
Bait11911	1541205	Reg00961	21115	1a_0017	5518
Bait11912	TXID30106887	Reg03597_1	8875	1a_0026	2908
Bait11913	694006	Reg03169	6773	1a_0020	869
Bait11914	2509511	Reg02261	1264	N_0023	365
Bait11915	2509511	Reg02261	1265	N_0023	366
Bait11916	1590370	Reg01014	4979	S_0003	2868
Bait11917	1590370	Reg01014	4982	S_0003	2871
Bait11918	1590370	Reg01014	4985	S_0003	2874
Bait11919	1590370	Reg01014	4988	S_0003	2877
Bait11920	1590370	Reg01014	4991	S_0003	2880
Bait11921	1590370	Reg01014	4994	S_0003	2883
Bait11922	1590370	Reg01014	4997	S_0003	2886
Bait11923	1590370	Reg01014	5000	S_0003	2889
Bait11924	1590370	Reg01014	5003	S_0003	2892
Bait11925	1590370	Reg01014	5006	S_0003	2895
Bait11926	1590370	Reg01014	5009	S_0003	2898
Bait11927	1590370	Reg01014	5012	S_0003	2901
Bait11928	1590370	Reg01014	5015	S_0003	2904
Bait11929	1385427	Reg00525	2058	N_0021	1153
Bait11930	2509511	Reg02340	11603	1a_0018	1549
Bait11931	2509511	Reg02340	11606	1a_0018	1552
Bait11932	2509511	Reg02340	11609	1a_0018	1555
Bait11933	2509511	Reg02340	11612	1a_0018	1558
Bait11934	2509511	Reg02340	11615	1a_0018	1561
Bait11935	2509511	Reg02340	11618	1a_0018	1564
Bait11936	2509511	Reg02340	11621	1a_0018	1567
Bait11937	2509511	Reg02340	11624	1a_0018	1570
Bait11938	694015	Reg03408	2041	N_0031	968
Bait11939	694015	Reg03408	2042	N_0031	969
Bait11940	2509512	Reg02456	2522	1a_0027	1828	4350
Bait11941	2509512	Reg02456	2524	1a_0027	1830	4352
Bait11942	2509512	Reg02456	2526	1a_0027	1832	4354
Bait11943	2509512	Reg02456	2528	1a_0027	1834	4356
Bait11944	2509512	Reg02456	2530	1a_0027	1836	4358
Bait11945	2509512	Reg02456	2532	1a_0027	1838	4360
Bait11946	1159901	Reg00041	1216	N_0027	558
Bait11947	1159901	Reg00041	1217	N_0027	559
Bait11948	1159901	Reg00041	1218	N_0027	560
Bait11949	1159901	Reg00041	1219	N_0027	561
Bait11950	1159901	Reg00041	1220	N_0027	562
Bait11951	1159901	Reg00041	1221	N_0027	563
Bait11952	1159901	Reg00041	1222	N_0027	564
Bait11953	1159901	Reg00041	1223	N_0027	565
Bait11954	1892416	Reg01221	7473	1a_0019	1599
Bait11955	28295	Reg02586	2948	1a_0034	942
Bait11956	28295	Reg02586	2949	1a_0034	943
Bait11957	28295	Reg02586	2950	1a_0034	944
Bait11958	28295	Reg02586	2951	1a_0034	945
Bait11959	28295	Reg02586	2952	1a_0034	946
Bait11960	28295	Reg02586	2953	1a_0034	947
Bait11961	1159904	Reg00150	5953	rep_0002	4271
Bait11962	1159904	Reg00150	5954	rep_0002	4272
Bait11963	693997	Reg02745	18445	1a_0023	11296
Bait11964	693997	Reg02745	18446	1a_0023	11297
Bait11965	693997	Reg02745	18447	1a_0023	11298
Bait11966	2509511	Reg02267	1359	N_0023	460
Bait11967	2509511	Reg02267	1365	N_0023	466
Bait11968	2509511	Reg02267	1371	N_0023	472
Bait11969	2509511	Reg02267	1377	N_0023	478
Bait11970	2509511	Reg02267	1383	N_0023	484
Bait11971	2509511	Reg02267	1389	N_0023	490
Bait11972	2509511	Reg02267	1395	N_0023	496
Bait11973	2509511	Reg02267	1401	N_0023	502
Bait11974	2509511	Reg02267	1407	N_0023	508
Bait11975	2509511	Reg02267	1413	N_0023	514
Bait11976	2509511	Reg02267	1419	N_0023	520
Bait11977	2509494	Reg01798	15512	1a_0013	5329
Bait11978	2509494	Reg01798	15513	1a_0013	5330
Bait11979	694015	Reg03411	2127	N_0031	1054
Bait11980	694015	Reg03411	2128	N_0031	1055
Bait11981	2509494	Reg01786	13438	1a_0013	3255
Bait11982	1508228	Reg00811	13213	1a_0021	165
Bait11983	572289	Reg02677	1852	S_0023	1852
Bait11984	1503289	Reg00598	6889	1a_0028	87
Bait11985	1503291	Reg00728	7276	1a_0036	552
Bait11986	693997	Reg02723	6464	S_0031	3716
Bait11987	693997	Reg02723	6465	S_0031	3717
Bait11988	693997	Reg02723	6466	S_0031	3718
Bait11989	693997	Reg02723	6467	S_0031	3719
Bait11990	693997	Reg02723	6468	S_0031	3720
Bait11991	693997	Reg02723	6469	S_0031	3721
Bait11992	693997	Reg02723	6470	S_0031	3722
Bait11993	694006	Reg03180	7016	1a_0020	1112
Bait11994	694006	Reg03180	7017	1a_0020	1113
Bait11995	694006	Reg03180	7018	1a_0020	1114
Bait11996	694006	Reg03180	7019	1a_0020	1115
Bait11997	1159907	Reg00264	9470	1a_0005	5959
Bait11998	1159907	Reg00264	9471	1a_0005	5960
Bait11999	1159907	Reg00264	9472	1a_0005	5961
Bait12000	1159907	Reg00264	9473	1a_0005	5962
Bait12001	1159907	Reg00264	9474	1a_0005	5963
Bait12002	1159907	Reg00264	9475	1a_0005	5964
Bait12003	1159907	Reg00264	9476	1a_0005	5965
Bait12004	1159907	Reg00264	9477	1a_0005	5966
Bait12005	1159907	Reg00264	9478	1a_0005	5967
Bait12006	572289	Reg02679	2785	S_0023	2785
Bait12007	572289	Reg02679	2786	S_0023	2786
Bait12008	694005	Reg03033	8585	1a_0010	677
Bait12009	694005	Reg03033	8586	1a_0010	678
Bait12010	28295	Reg02588	3120	1a_0034	1114
Bait12011	28295	Reg02588	3123	1a_0034	1117
Bait12012	28295	Reg02588	3126	1a_0034	1120
Bait12013	28295	Reg02588	3129	1a_0034	1123
Bait12014	28295	Reg02588	3132	1a_0034	1126
Bait12015	694005	Reg03066	12100	1a_0010	4192
Bait12016	694005	Reg03066	12101	1a_0010	4193
Bait12017	2509502	Reg02089	293	rep_0008	293
Bait12018	2509502	Reg02089	299	rep_0008	299
Bait12019	2509502	Reg02089	305	rep_0008	305
Bait12020	2509502	Reg02089	311	rep_0008	311
Bait12021	2509502	Reg02089	317	rep_0008	317
Bait12022	2509502	Reg02089	323	rep_0008	323
Bait12023	2509502	Reg02089	329	rep_0008	329
Bait12024	2509502	Reg02089	335	rep_0008	335
Bait12025	2509502	Reg02089	341	rep_0008	341
Bait12026	2509502	Reg02089	347	rep_0008	347
Bait12027	2509502	Reg02089	353	rep_0008	353
Bait12028	2509502	Reg02089	359	rep_0008	359
Bait12029	2509502	Reg02089	365	rep_0008	365
Bait12030	2509502	Reg02089	371	rep_0008	371
Bait12031	2509502	Reg02089	377	rep_0008	377
Bait12032	2509502	Reg02089	383	rep_0008	383
Bait12033	2509502	Reg02089	389	rep_0008	389
Bait12034	2509502	Reg02089	395	rep_0008	395
Bait12035	2509502	Reg02089	401	rep_0008	401
Bait12036	2509502	Reg02089	407	rep_0008	407
Bait12037	2509497	Reg02084	680	M_0028	680
Bait12038	2509497	Reg02084	681	M_0028	681
Bait12039	2509497	Reg02084	682	M_0028	682
Bait12040	2509497	Reg02084	683	M_0028	683
Bait12041	2509497	Reg02084	684	M_0028	684
Bait12042	2509497	Reg02084	685	M_0028	685
Bait12043	2509497	Reg02084	686	M_0028	686
Bait12044	2509497	Reg02084	687	M_0028	687
Bait12045	2509497	Reg02084	688	M_0028	688
Bait12046	2509497	Reg02084	689	M_0028	689
Bait12047	2509497	Reg02084	690	M_0028	690
Bait12048	2509497	Reg02084	691	M_0028	691
Bait12049	2509497	Reg02084	692	M_0028	692
Bait12050	694001	Reg02818	724	N_0015	54
Bait12051	694001	Reg02818	726	N_0015	56
Bait12052	694001	Reg02818	728	N_0015	58
Bait12053	694001	Reg02818	730	N_0015	60
Bait12054	694001	Reg02818	732	N_0015	62
Bait12055	694001	Reg02818	734	N_0015	64
Bait12056	694001	Reg02818	736	N_0015	66
Bait12057	694001	Reg02818	738	N_0015	68
Bait12058	TXID30106882	Reg03509	1980	S_0012	1980
Bait12059	TXID30106882	Reg03509	1982	S_0012	1982
Bait12060	TXID30106882	Reg03509	1984	S_0012	1984
Bait12061	TXID30106882	Reg03509	1986	S_0012	1986
Bait12062	TXID30106882	Reg03509	1988	S_0012	1988
Bait12063	TXID30106882	Reg03509	1990	S_0012	1990
Bait12064	TXID30106882	Reg03509	1992	S_0012	1992
Bait12065	TXID30106882	Reg03509	1994	S_0012	1994
Bait12066	TXID30106882	Reg03509	1996	S_0012	1996
Bait12067	TXID30106882	Reg03509	1998	S_0012	1998
Bait12068	TXID30106882	Reg03509	2000	S_0012	2000
Bait12069	TXID30106882	Reg03509	2002	S_0012	2002
Bait12070	TXID30106882	Reg03509	2004	S_0012	2004
Bait12071	TXID30106882	Reg03509	2006	S_0012	2006
Bait12072	TXID30106882	Reg03509	2008	S_0012	2008
Bait12073	TXID30106882	Reg03509	2010	S_0012	2010
Bait12074	TXID30106882	Reg03509	2012	S_0012	2012
Bait12075	TXID30106882	Reg03509	2014	S_0012	2014
Bait12076	TXID30106882	Reg03509	2016	S_0012	2016
Bait12077	TXID30106882	Reg03509	2018	S_0012	2018
Bait12078	TXID30106882	Reg03509	2020	S_0012	2020
Bait12079	TXID30106882	Reg03509	2022	S_0012	2022
Bait12080	TXID30106882	Reg03509	2024	S_0012	2024
Bait12081	TXID30106882	Reg03509	2026	S_0012	2026
Bait12082	TXID30106882	Reg03509	2028	S_0012	2028
Bait12083	TXID30106882	Reg03509	2030	S_0012	2030
Bait12084	TXID30106882	Reg03509	2032	S_0012	2032
Bait12085	TXID30106882	Reg03509	2034	S_0012	2034
Bait12086	1503291	Reg00704	5085	S_0043	2475
Bait12087	1503291	Reg00704	5086	S_0043	2476
Bait12088	693999	Reg02799	6944	1a_0035	965
Bait12089	693999	Reg02799	6945	1a_0035	966
Bait12090	693999	Reg02799	6946	1a_0035	967
Bait12091	693999	Reg02799	6947	1a_0035	968
Bait12092	693999	Reg02799	6948	1a_0035	969
Bait12093	693999	Reg02799	6949	1a_0035	970
Bait12094	693999	Reg02799	6950	1a_0035	971
Bait12095	693999	Reg02799	6951	1a_0035	972
Bait12096	693999	Reg02799	6952	1a_0035	973
Bait12097	693999	Reg02799	6953	1a_0035	974
Bait12098	693999	Reg02799	6954	1a_0035	975
Bait12099	693997	Reg02695	858	M_0016	122
Bait12100	693997	Reg02695	859	M_0016	123
Bait12101	1159901	Reg00058	3104	rep_0001	1416
Bait12102	1159901	Reg00058	3105	rep_0001	1417
Bait12103	1159901	Reg00058	3106	rep_0001	1418
Bait12104	2509502	Reg02110	2042	rep_0008	2042
Bait12105	1541205	Reg00864	6898	rep_0006	4726
Bait12106	1541205	Reg00864	6899	rep_0006	4727
Bait12107	1541205	Reg00864	6900	rep_0006	4728
Bait12108	1541205	Reg00864	6901	rep_0006	4729
Bait12109	1892416	Reg01155	4566	S_0014	2566
Bait12110	11128	Reg00003	342	2a_0004	342
Bait12111	2509494	Reg01771	11793	1a_0013	1610
Bait12112	2509494	Reg01771	11794	1a_0013	1611
Bait12113	2509494	Reg01771	11795	1a_0013	1612
Bait12114	693997	Reg02711	3339	S_0031	3929
Bait12115	693997	Reg02711	3344	S_0031	3934
Bait12116	693997	Reg02711	3349	S_0031	3939
Bait12117	693997	Reg02711	3354	S_0031	3944
Bait12118	693997	Reg02711	3359	S_0031	3949
Bait12119	693997	Reg02711	3364	S_0031	3954
Bait12120	693997	Reg02711	3369	S_0031	3959
Bait12121	693997	Reg02711	3374	S_0031	3964
Bait12122	693997	Reg02711	3379	S_0031	3969
Bait12123	693997	Reg02711	3384	S_0031	3974
Bait12124	693997	Reg02711	3389	S_0031	3979
Bait12125	693997	Reg02711	3394	S_0031	3984
Bait12126	693997	Reg02711	3399	S_0031	3989
Bait12127	693997	Reg02711	3404	S_0031	3994
Bait12128	693997	Reg02711	3409	S_0031	3999
Bait12129	693997	Reg02711	3414	S_0031	4004
Bait12130	693997	Reg02711	3419	S_0031	4009
Bait12131	693997	Reg02711	3424	S_0031	4014
Bait12132	693997	Reg02711	3429	S_0031	4019
Bait12133	693997	Reg02711	3434	S_0031	4024
Bait12134	694001	Reg02923	9646	1a_0032	3577
Bait12135	694001	Reg02923	9647	1a_0032	3578
Bait12136	1385427	Reg00527	3382	S_0010	1201
Bait12137	28295	Reg02623	7435	1a_0034	5429
Bait12138	28295	Reg02623	7436	1a_0034	5430
Bait12139	28295	Reg02623	7437	1a_0034	5431
Bait12140	1241933	Reg00380	6714	1a_0029	795
Bait12141	693997	Reg02714	3730	S_0031	982
Bait12142	693997	Reg02714	3731	S_0031	983
Bait12143	693997	Reg02714	3732	S_0031	984
Bait12144	1503289	Reg00635	13602	1a_0028	6800
Bait12145	1503289	Reg00635	13603	1a_0028	6801
Bait12146	1159906	Reg00206	89	S_0028	89
Bait12147	1159906	Reg00206	90	S_0028	90
Bait12148	2509481	Reg01417	2081	N_0017	1130
Bait12149	2509481	Reg01417	2082	N_0017	1131
Bait12150	2509481	Reg01417	2083	N_0017	1132
Bait12151	2509481	Reg01417	2084	N_0017	1133
Bait12152	2509481	Reg01417	2085	N_0017	1134
Bait12153	2509481	Reg01417	2086	N_0017	1135
Bait12154	2509481	Reg01417	2087	N_0017	1136
Bait12155	2509481	Reg01417	2088	N_0017	1137
Bait12156	2509481	Reg01417	2089	N_0017	1138
Bait12157	2509481	Reg01417	2090	N_0017	1139
Bait12158	2509481	Reg01417	2091	N_0017	1140
Bait12159	2509481	Reg01417	2092	N_0017	1141
Bait12160	1892416	Reg01186	6109	1a_0019	235
Bait12161	1892416	Reg01186	6110	1a_0019	236
Bait12162	2509512	Reg02440	1742	1a_0027	1048
Bait12163	2509512	Reg02440	1743	1a_0027	1049
Bait12164	2509512	Reg02440	1744	1a_0027	1050
Bait12165	2509512	Reg02440	1745	1a_0027	1051
Bait12166	694015	Reg03458	16624	1a_0000	1949
Bait12167	694015	Reg03458	16626	1a_0000	1951
Bait12168	694015	Reg03458	16628	1a_0000	1953
Bait12169	694015	Reg03458	16630	1a_0000	1955
Bait12170	694015	Reg03458	16632	1a_0000	1957
Bait12171	693999	Reg02751	1109	N_0008	433
Bait12172	290028	Reg02641	5615	S_0005	2876
Bait12173	290028	Reg02641	5616	S_0005	2877
Bait12174	290028	Reg02641	5617	S_0005	2878
Bait12175	290028	Reg02641	5618	S_0005	2879
Bait12176	1508224	Reg00792	288	2a_0000	288
Bait12177	1508224	Reg00792	289	2a_0000	289
Bait12178	1385427	Reg00504	1232	N_0021	327
Bait12179	1385427	Reg00504	1233	N_0021	328
Bait12180	1385427	Reg00504	1234	N_0021	329
Bait12181	1590370	Reg01039	7553	1a_0012	1364
Bait12182	1590370	Reg01039	7555	1a_0012	1366
Bait12183	1590370	Reg01039	7557	1a_0012	1368
Bait12184	1590370	Reg01039	7559	1a_0012	1370
Bait12185	1590370	Reg01039	7561	1a_0012	1372
Bait12186	TXID30106888	Reg03640	1631	S_0006	1631
Bait12187	TXID30106888	Reg03640	1632	S_0006	1632
Bait12188	1159904	Reg00128	548	M_0005	548
Bait12189	694008	Reg03334	8708	1a_0015	4395
Bait12190	694008	Reg03288	5484	1a_0015	1171
Bait12191	694008	Reg03288	5492	1a_0015	1179
Bait12192	694008	Reg03288	5500	1a_0015	1187
Bait12193	694008	Reg03288	5508	1a_0015	1195
Bait12194	694008	Reg03288	5516	1a_0015	1203
Bait12195	694015	Reg03468	19781	1a_0000	5106
Bait12196	694015	Reg03468	19783	1a_0000	5108
Bait12197	694015	Reg03468	19785	1a_0000	5110
Bait12198	694015	Reg03468	19787	1a_0000	5112
Bait12199	694015	Reg03468	19789	1a_0000	5114
Bait12200	694015	Reg03468	19791	1a_0000	5116
Bait12201	694015	Reg03468	19793	1a_0000	5118
Bait12202	694015	Reg03468	19795	1a_0000	5120
Bait12203	694015	Reg03468	19797	1a_0000	5122
Bait12204	694015	Reg03468	19799	1a_0000	5124
Bait12205	694015	Reg03468	19801	1a_0000	5126
Bait12206	694005	Reg02978	419	HE_0001	419
Bait12207	1503291	Reg00710	5302	S_0043	2692
Bait12208	1503291	Reg00710	5303	S_0043	2693
Bait12209	1503291	Reg00710	5304	S_0043	2694
Bait12210	1503291	Reg00710	5305	S_0043	2695
Bait12211	1503291	Reg00710	5306	S_0043	2696
Bait12212	1503291	Reg00710	5307	S_0043	2697
Bait12213	1503291	Reg00710	5308	S_0043	2698
Bait12214	1503291	Reg00710	5309	S_0043	2699
Bait12215	2509511	Reg02317	10602	1a_0018	548
Bait12216	2509511	Reg02317	10606	1a_0018	552
Bait12217	2509511	Reg02317	10610	1a_0018	556
Bait12218	2509511	Reg02317	10614	1a_0018	560
Bait12219	2509511	Reg02317	10618	1a_0018	564
Bait12220	2509511	Reg02317	10622	1a_0018	568
Bait12221	2509511	Reg02317	10626	1a_0018	572
Bait12222	2509511	Reg02317	10630	1a_0018	576
Bait12223	2509511	Reg02317	10634	1a_0018	580
Bait12224	2509511	Reg02317	10638	1a_0018	584
Bait12225	2509511	Reg02317	10642	1a_0018	588
Bait12226	TXID30106888	Reg03645	2170	S_0006	2170
Bait12227	TXID30106888	Reg03645	2171	S_0006	2171
Bait12228	TXID30106888	Reg03645	2172	S_0006	2172
Bait12229	TXID30106888	Reg03645	2173	S_0006	2173
Bait12230	TXID30106888	Reg03645	2174	S_0006	2174
Bait12231	TXID30106888	Reg03645	2175	S_0006	2175
Bait12232	TXID30106888	Reg03645	2176	S_0006	2176
Bait12233	TXID30106888	Reg03645	2177	S_0006	2177
Bait12234	TXID30106888	Reg03645	2178	S_0006	2178
Bait12235	TXID30106888	Reg03645	2179	S_0006	2179
Bait12236	TXID30106888	Reg03645	2180	S_0006	2180
Bait12237	TXID30106888	Reg03645	2181	S_0006	2181
Bait12238	TXID30106888	Reg03645	2182	S_0006	2182
Bait12239	TXID30106888	Reg03645	2183	S_0006	2183
Bait12240	TXID30106888	Reg03645	2184	S_0006	2184
Bait12241	TXID30106888	Reg03645	2185	S_0006	2185
Bait12242	TXID30106888	Reg03645	2186	S_0006	2186
Bait12243	TXID30106888	Reg03645	2187	S_0006	2187
Bait12244	TXID30106888	Reg03645	2188	S_0006	2188
Bait12245	TXID30106888	Reg03645	2189	S_0006	2189
Bait12246	TXID30106888	Reg03645	2190	S_0006	2190
Bait12247	TXID30106888	Reg03645	2191	S_0006	2191
Bait12248	TXID30106888	Reg03645	2192	S_0006	2192
Bait12249	TXID30106888	Reg03645	2193	S_0006	2193
Bait12250	TXID30106888	Reg03645	2194	S_0006	2194
Bait12251	TXID30106888	Reg03645	2195	S_0006	2195
Bait12252	TXID30106888	Reg03645	2196	S_0006	2196
Bait12253	TXID30106888	Reg03645	2197	S_0006	2197
Bait12254	TXID30106888	Reg03645	2198	S_0006	2198
Bait12255	TXID30106888	Reg03645	2199	S_0006	2199
Bait12256	TXID30106888	Reg03645	2200	S_0006	2200
Bait12257	TXID30106888	Reg03645	2201	S_0006	2201
Bait12258	TXID30106888	Reg03645	2202	S_0006	2202
Bait12259	TXID30106888	Reg03645	2203	S_0006	2203
Bait12260	TXID30106888	Reg03645	2204	S_0006	2204
Bait12261	TXID30106888	Reg03645	2205	S_0006	2205
Bait12262	TXID30106888	Reg03645	2206	S_0006	2206
Bait12263	TXID30106888	Reg03645	2207	S_0006	2207
Bait12264	TXID30106888	Reg03645	2208	S_0006	2208
Bait12265	TXID30106888	Reg03645	2209	S_0006	2209
Bait12266	TXID30106888	Reg03645	2210	S_0006	2210
Bait12267	TXID30106888	Reg03645	2211	S_0006	2211
Bait12268	TXID30106888	Reg03645	2212	S_0006	2212
Bait12269	TXID30106888	Reg03645	2213	S_0006	2213
Bait12270	TXID30106888	Reg03645	2214	S_0006	2214
Bait12271	TXID30106888	Reg03645	2215	S_0006	2215
Bait12272	TXID30106888	Reg03645	2216	S_0006	2216
Bait12273	TXID30106888	Reg03645	2217	S_0006	2217
Bait12274	TXID30106888	Reg03645	2218	S_0006	2218
Bait12275	TXID30106888	Reg03645	2219	S_0006	2219
Bait12276	TXID30106888	Reg03645	2220	S_0006	2220
Bait12277	TXID30106888	Reg03645	2221	S_0006	2221
Bait12278	TXID30106888	Reg03645	2222	S_0006	2222
Bait12279	TXID30106888	Reg03645	2223	S_0006	2223
Bait12280	TXID30106888	Reg03645	2224	S_0006	2224
Bait12281	1385427	Reg00551	11356	1a_0016	5217
Bait12282	1385427	Reg00551	11357	1a_0016	5218
Bait12283	1385427	Reg00551	11358	1a_0016	5219
Bait12284	1385427	Reg00551	11359	1a_0016	5220
Bait12285	1385427	Reg00551	11360	1a_0016	5221
Bait12286	1159908	Reg00312	9728	S_0030	107
Bait12287	1159908	Reg00312	9729	S_0030	108
Bait12288	1159908	Reg00312	9730	S_0030	109
Bait12289	1159908	Reg00312	9731	S_0030	110
Bait12290	1503291	Reg00643	975	M_0026	350
Bait12291	1503291	Reg00643	986	M_0026	361
Bait12292	1503291	Reg00643	997	M_0026	372
Bait12293	1503291	Reg00643	1008	M_0026	383
Bait12294	1503291	Reg00643	1019	M_0026	394
Bait12295	694006	Reg03118	1203	N_0025	533
Bait12296	694006	Reg03118	1221	N_0025	551
Bait12297	694006	Reg03118	1239	N_0025	569
Bait12298	694006	Reg03118	1257	N_0025	587
Bait12299	694006	Reg03118	1275	N_0025	605
Bait12300	694006	Reg03118	1293	N_0025	623
Bait12301	694006	Reg03118	1311	N_0025	641
Bait12302	694006	Reg03118	1329	N_0025	659
Bait12303	1503291	Reg00668	2192	N_0009	879
Bait12304	1503291	Reg00668	2193	N_0009	880
Bait12305	1503291	Reg00668	2194	N_0009	881
Bait12306	1503291	Reg00668	2195	N_0009	882
Bait12307	1503291	Reg00668	2196	N_0009	883
Bait12308	1503291	Reg00668	2197	N_0009	884
Bait12309	1264898	Reg00398	835	S_0032	225
Bait12310	1264898	Reg00398	836	S_0032	226
Bait12311	1264898	Reg00398	837	S_0032	227
Bait12312	1264898	Reg00398	838	S_0032	228
Bait12313	2509494	Reg01757	10668	1a_0013	485
Bait12314	1541205	Reg00837	1543	N_0022	629
Bait12315	1541205	Reg00837	1544	N_0022	630
Bait12316	1541205	Reg00837	1545	N_0022	631
Bait12317	694006	Reg03195	8339	1a_0020	2435
Bait12318	694006	Reg03195	8340	1a_0020	2436
Bait12319	694006	Reg03195	8341	1a_0020	2437
Bait12320	694006	Reg03195	8342	1a_0020	2438
Bait12321	1590370	Reg01079	18964	1a_0012	12775
Bait12322	694005	Reg03018	6703	S_0004	2930
Bait12323	694005	Reg03018	6705	S_0004	2932
Bait12324	694005	Reg03018	6707	S_0004	2934
Bait12325	694005	Reg03018	6709	S_0004	2936
Bait12326	694005	Reg03018	6711	S_0004	2938
Bait12327	1384461	Reg00421	1975	N_0006	614
Bait12328	1385427	Reg00539	9250	1a_0016	3111
Bait12329	1503291	Reg00721	6898	1a_0036	174
Bait12330	1892416	Reg01194	6457	1a_0019	583
Bait12331	TXID30106887	Reg03525	139	4b_0007	139
Bait12332	TXID30106887	Reg03525	143	4b_0007	143
Bait12333	TXID30106887	Reg03525	147	4b_0007	147
Bait12334	TXID30106887	Reg03525	151	4b_0007	151
Bait12335	TXID30106887	Reg03525	155	4b_0007	155
Bait12336	1159904	Reg00159	9806	S_0029	365
Bait12337	1159904	Reg00159	9807	S_0029	366
Bait12338	1159904	Reg00159	9808	S_0029	367
Bait12339	1159904	Reg00159	9809	S_0029	368
Bait12340	1159904	Reg00159	9810	S_0029	369
Bait12341	1159904	Reg00159	9811	S_0029	370
Bait12342	1159904	Reg00159	9812	S_0029	371
Bait12343	1159904	Reg00159	9813	S_0029	372
Bait12344	1159904	Reg00159	9814	S_0029	373
Bait12345	1159904	Reg00159	9815	S_0029	374
Bait12346	1159904	Reg00159	9816	S_0029	375
Bait12347	1159904	Reg00159	9817	S_0029	376
Bait12348	1159904	Reg00159	9818	S_0029	377
Bait12349	1159904	Reg00159	9819	S_0029	378
Bait12350	1159904	Reg00159	9820	S_0029	379
Bait12351	1159904	Reg00159	9821	S_0029	380
Bait12352	1159904	Reg00159	9822	S_0029	381
Bait12353	1159904	Reg00159	9823	S_0029	382
Bait12354	1159904	Reg00159	9824	S_0029	383
Bait12355	1159904	Reg00159	9825	S_0029	384
Bait12356	1159904	Reg00159	9826	S_0029	385
Bait12357	1159904	Reg00159	9827	S_0029	386
Bait12358	1159904	Reg00159	9828	S_0029	387
Bait12359	1159904	Reg00159	9829	S_0029	388
Bait12360	1159904	Reg00159	9830	S_0029	389
Bait12361	1159904	Reg00159	9831	S_0029	390
Bait12362	1159904	Reg00159	9832	S_0029	391
Bait12363	1159904	Reg00159	9833	S_0029	392
Bait12364	1159904	Reg00159	9834	S_0029	393
Bait12365	1159904	Reg00159	9835	S_0029	394
Bait12366	1159904	Reg00159	9836	S_0029	395
Bait12367	1159904	Reg00159	9837	S_0029	396
